indicator,year,value,iso_code,units,name
Education,2009,1.939419985,BGD,% of GDP,Bangladesh
Education,2011,2.132699966,BGD,% of GDP,Bangladesh
Education,2012,2.046670731,BGD,% of GDP,Bangladesh
Education,2013,1.966160025,BGD,% of GDP,Bangladesh
Education,2014,2.098716631,BGD,% of GDP,Bangladesh
Education,2015,1.872254171,BGD,% of GDP,Bangladesh
Education,2016,2.221199955,BGD,% of GDP,Bangladesh
Education,2017,2.216619551,BGD,% of GDP,Bangladesh
Education,2018,1.947955457,BGD,% of GDP,Bangladesh
Education,2019,1.97184662,BGD,% of GDP,Bangladesh
Education,2020,2.049217564,BGD,% of GDP,Bangladesh
Education,2021,2.119385001,BGD,% of GDP,Bangladesh
Education,2001,3.384239912,BGR,% of GDP,Bulgaria
Education,2002,3.386080027,BGR,% of GDP,Bulgaria
Education,2003,3.998450041,BGR,% of GDP,Bulgaria
Education,2004,2.319950104,BGR,% of GDP,Bulgaria
Education,2005,4.108799934,BGR,% of GDP,Bulgaria
Education,2006,3.903460026,BGR,% of GDP,Bulgaria
Education,2007,3.682640076,BGR,% of GDP,Bulgaria
Education,2008,4.222380161,BGR,% of GDP,Bulgaria
Education,2009,4.274290085,BGR,% of GDP,Bulgaria
Education,2010,3.857969999,BGR,% of GDP,Bulgaria
Education,2011,3.546979904,BGR,% of GDP,Bulgaria
Education,2012,3.476370096,BGR,% of GDP,Bulgaria
Education,2013,4.058229923,BGR,% of GDP,Bulgaria
Education,2014,4.082929279,BGR,% of GDP,Bulgaria
Education,2015,3.921794893,BGR,% of GDP,Bulgaria
Education,2016,3.403310123,BGR,% of GDP,Bulgaria
Education,2017,4.075270176,BGR,% of GDP,Bulgaria
Education,2018,4.045300007,BGR,% of GDP,Bulgaria
Education,2019,4.197179794,BGR,% of GDP,Bulgaria
Education,2020,4.04,BGR,% of GDP,Bulgaria
Education,2005,3.329999924,BHR,% of GDP,Bahrain
Education,2006,2.874409914,BHR,% of GDP,Bahrain
Education,2007,2.575000048,BHR,% of GDP,Bahrain
Education,2008,2.496779919,BHR,% of GDP,Bahrain
Education,2009,3.339999914,BHR,% of GDP,Bahrain
Education,2010,3.190000057,BHR,% of GDP,Bahrain
Education,2011,3.029999971,BHR,% of GDP,Bahrain
Education,2012,2.645309925,BHR,% of GDP,Bahrain
Education,2013,2.476890087,BHR,% of GDP,Bahrain
Education,2014,2.467459917,BHR,% of GDP,Bahrain
Education,2015,2.674540043,BHR,% of GDP,Bahrain
Education,2016,2.869999886,BHR,% of GDP,Bahrain
Education,2017,2.324520111,BHR,% of GDP,Bahrain
Education,2018,2.36661005,BHR,% of GDP,Bahrain
Education,2019,2.094909906,BHR,% of GDP,Bahrain
Education,2020,2.152050018,BHR,% of GDP,Bahrain
Education,2000,2.232840061,BHS,% of GDP,Bahamas
Education,2005,2.289999962,BHS,% of GDP,Bahamas
Education,2007,2.730000019,BHS,% of GDP,Bahamas
Education,2008,2.890000105,BHS,% of GDP,Bahamas
Education,2009,2.920000076,BHS,% of GDP,Bahamas
Education,2010,2.779999971,BHS,% of GDP,Bahamas
Education,2011,2.660000086,BHS,% of GDP,Bahamas
Education,2012,2.609999895,BHS,% of GDP,Bahamas
Education,2013,2.720000029,BHS,% of GDP,Bahamas
Education,2014,2.5,BHS,% of GDP,Bahamas
Education,2015,2.249900103,BHS,% of GDP,Bahamas
Education,2016,2.331180096,BHS,% of GDP,Bahamas
Education,2017,2.422770023,BHS,% of GDP,Bahamas
Education,2018,2.249670029,BHS,% of GDP,Bahamas
Education,2019,2.288419962,BHS,% of GDP,Bahamas
Education,2020,2.371340036,BHS,% of GDP,Bahamas
Education,2021,2.782219887,BHS,% of GDP,Bahamas
Education,2000,6.196619987,BLR,% of GDP,Belarus
Education,2004,5.712259769,BLR,% of GDP,Belarus
Education,2005,5.871029854,BLR,% of GDP,Belarus
Education,2006,6.076960087,BLR,% of GDP,Belarus
Education,2007,5.152100086,BLR,% of GDP,Belarus
Education,2009,4.368939877,BLR,% of GDP,Belarus
Education,2010,5.220039845,BLR,% of GDP,Belarus
Education,2011,4.684790134,BLR,% of GDP,Belarus
Education,2012,4.959640026,BLR,% of GDP,Belarus
Education,2013,5.009419918,BLR,% of GDP,Belarus
Education,2014,4.818309784,BLR,% of GDP,Belarus
Education,2015,4.787519932,BLR,% of GDP,Belarus
Education,2016,4.946549892,BLR,% of GDP,Belarus
Education,2017,4.794990063,BLR,% of GDP,Belarus
Education,2018,5.381110191,BLR,% of GDP,Belarus
Education,2019,4.97947979,BLR,% of GDP,Belarus
Education,2020,4.952449799,BLR,% of GDP,Belarus
Education,2021,4.705530167,BLR,% of GDP,Belarus
Education,2000,5.028429985,BLZ,% of GDP,Belize
Education,2001,5.796929836,BLZ,% of GDP,Belize
Education,2003,5.248209953,BLZ,% of GDP,Belize
Education,2004,5.33589983,BLZ,% of GDP,Belize
Education,2008,5.772630215,BLZ,% of GDP,Belize
Education,2009,6.178170204,BLZ,% of GDP,Belize
Education,2010,6.719759941,BLZ,% of GDP,Belize
Education,2013,6.425370216,BLZ,% of GDP,Belize
Education,2014,6.614689827,BLZ,% of GDP,Belize
Education,2015,6.870150089,BLZ,% of GDP,Belize
Education,2016,7.29365015,BLZ,% of GDP,Belize
Education,2017,7.45028019,BLZ,% of GDP,Belize
Education,2018,7.472270012,BLZ,% of GDP,Belize
Education,2019,7.138390064,BLZ,% of GDP,Belize
Education,2020,7.528779984,BLZ,% of GDP,Belize
Education,2021,8.707010269,BLZ,% of GDP,Belize
Education,2010,7.809999943,BOL,% of GDP,Bolivia
Education,2011,7.070000172,BOL,% of GDP,Bolivia
Education,2012,7.900000095,BOL,% of GDP,Bolivia
Education,2013,7.579999924,BOL,% of GDP,Bolivia
Education,2014,8.260000229,BOL,% of GDP,Bolivia
Education,2015,8.93999958,BOL,% of GDP,Bolivia
Education,2016,8.850000381,BOL,% of GDP,Bolivia
Education,2017,8.659999847,BOL,% of GDP,Bolivia
Education,2018,8.899999619,BOL,% of GDP,Bolivia
Education,2019,7.672689999,BOL,% of GDP,Bolivia
Education,2020,9.837454856,BOL,% of GDP,Bolivia
Education,2000,3.948930025,BRA,% of GDP,Brazil
Education,2001,3.844680071,BRA,% of GDP,Brazil
Education,2002,3.750370026,BRA,% of GDP,Brazil
Education,2004,3.974479914,BRA,% of GDP,Brazil
Education,2005,4.4790802,BRA,% of GDP,Brazil
Education,2006,4.870600224,BRA,% of GDP,Brazil
Education,2007,4.974259853,BRA,% of GDP,Brazil
Education,2008,5.268839836,BRA,% of GDP,Brazil
Education,2009,5.463550091,BRA,% of GDP,Brazil
Education,2010,5.648799896,BRA,% of GDP,Brazil
Education,2011,5.737410069,BRA,% of GDP,Brazil
Education,2012,5.855100155,BRA,% of GDP,Brazil
Education,2013,5.838850021,BRA,% of GDP,Brazil
Education,2014,5.948480129,BRA,% of GDP,Brazil
Education,2015,6.24105978,BRA,% of GDP,Brazil
Education,2016,6.314040184,BRA,% of GDP,Brazil
Education,2017,6.32047987,BRA,% of GDP,Brazil
Education,2018,6.088510036,BRA,% of GDP,Brazil
Education,2019,5.963469982,BRA,% of GDP,Brazil
Education,2000,4.71585989,BRB,% of GDP,Barbados
Education,2001,6.055369854,BRB,% of GDP,Barbados
Education,2002,5.880620003,BRB,% of GDP,Barbados
Education,2003,6.245699883,BRB,% of GDP,Barbados
Education,2004,6.024280071,BRB,% of GDP,Barbados
Education,2005,5.669650078,BRB,% of GDP,Barbados
Education,2007,5.220389843,BRB,% of GDP,Barbados
Education,2008,4.922599792,BRB,% of GDP,Barbados
Education,2009,5.116179943,BRB,% of GDP,Barbados
Education,2010,6.054399967,BRB,% of GDP,Barbados
Education,2012,5.262740135,BRB,% of GDP,Barbados
Education,2013,5.148990154,BRB,% of GDP,Barbados
Education,2014,6.143499851,BRB,% of GDP,Barbados
Education,2015,5.382919788,BRB,% of GDP,Barbados
Education,2016,4.707320213,BRB,% of GDP,Barbados
Education,2017,4.366380215,BRB,% of GDP,Barbados
Education,2018,5.428860188,BRB,% of GDP,Barbados
Education,2019,3.203989983,BRB,% of GDP,Barbados
Education,2020,3.05817008,BRB,% of GDP,Barbados
Education,2021,6.453619957,BRB,% of GDP,Barbados
Education,2000,5.786759853,BTN,% of GDP,Bhutan
Education,2001,5.91573,BTN,% of GDP,Bhutan
Education,2004,6.609069824,BTN,% of GDP,Bhutan
Education,2005,7.287149906,BTN,% of GDP,Bhutan
Education,2008,4.911590099,BTN,% of GDP,Bhutan
Education,2009,4.741740227,BTN,% of GDP,Bhutan
Education,2010,4.12473011,BTN,% of GDP,Bhutan
Education,2011,4.765230179,BTN,% of GDP,Bhutan
Education,2012,7.773543685,BTN,% of GDP,Bhutan
Education,2013,5.722750187,BTN,% of GDP,Bhutan
Education,2014,6.04489994,BTN,% of GDP,Bhutan
Education,2015,6.273189581,BTN,% of GDP,Bhutan
Education,2016,6.993332339,BTN,% of GDP,Bhutan
Education,2017,7.39539837,BTN,% of GDP,Bhutan
Education,2018,6.801033667,BTN,% of GDP,Bhutan
Education,2019,5.675445621,BTN,% of GDP,Bhutan
Education,2020,5.901417908,BTN,% of GDP,Bhutan
Education,2021,7.003523707,BTN,% of GDP,Bhutan
Education,2005,10.67858982,BWA,% of GDP,Botswana
Education,2007,8.851490021,BWA,% of GDP,Botswana
Education,2009,9.632920265,BWA,% of GDP,Botswana
Education,2015,7.806509972,BWA,% of GDP,Botswana
Education,2016,7.974830151,BWA,% of GDP,Botswana
Education,2017,7.299749851,BWA,% of GDP,Botswana
Education,2018,6.721310139,BWA,% of GDP,Botswana
Education,2019,6.91437006,BWA,% of GDP,Botswana
Education,2020,8.739999771,BWA,% of GDP,Botswana
Education,2000,1.612650037,CAF,% of GDP,Central African Republic
Education,2002,1.519569993,CAF,% of GDP,Central African Republic
Education,2003,1.539800048,CAF,% of GDP,Central African Republic
Education,2004,1.624529958,CAF,% of GDP,Central African Republic
Education,2005,1.652220011,CAF,% of GDP,Central African Republic
Education,2006,1.415060043,CAF,% of GDP,Central African Republic
Education,2007,1.313320041,CAF,% of GDP,Central African Republic
Education,2008,1.290009975,CAF,% of GDP,Central African Republic
Education,2009,1.254580021,CAF,% of GDP,Central African Republic
Education,2010,1.117609978,CAF,% of GDP,Central African Republic
Education,2011,1.107920051,CAF,% of GDP,Central African Republic
Education,2012,1.980350018,CAF,% of GDP,Central African Republic
Education,2013,2.638210058,CAF,% of GDP,Central African Republic
Education,2014,2.220149994,CAF,% of GDP,Central African Republic
Education,2015,1.910230041,CAF,% of GDP,Central African Republic
Education,2016,1.754089952,CAF,% of GDP,Central African Republic
Education,2017,1.75364995,CAF,% of GDP,Central African Republic
Education,2018,1.565879941,CAF,% of GDP,Central African Republic
Education,2019,1.768710017,CAF,% of GDP,Central African Republic
Education,2020,2.166699886,CAF,% of GDP,Central African Republic
Education,2000,5.423319817,CAN,% of GDP,Canada
Education,2001,4.953030109,CAN,% of GDP,Canada
Education,2002,4.993080139,CAN,% of GDP,Canada
Education,2005,4.765880108,CAN,% of GDP,Canada
Education,2007,4.766409874,CAN,% of GDP,Canada
Education,2008,4.62612009,CAN,% of GDP,Canada
Education,2009,4.840579987,CAN,% of GDP,Canada
Education,2010,5.356369972,CAN,% of GDP,Canada
Education,2011,5.262050152,CAN,% of GDP,Canada
Education,2012,4.692587187,CAN,% of GDP,Canada
Education,2013,4.589009762,CAN,% of GDP,Canada
Education,2014,4.843589783,CAN,% of GDP,Canada
Education,2015,4.739379883,CAN,% of GDP,Canada
Education,2016,4.816420078,CAN,% of GDP,Canada
Education,2017,4.959969997,CAN,% of GDP,Canada
Education,2018,4.888979912,CAN,% of GDP,Canada
Education,2019,4.772930145,CAN,% of GDP,Canada
Education,2020,5.17,CAN,% of GDP,Canada
Education,2000,4.648369789,CHE,% of GDP,Switzerland
Education,2001,4.81137991,CHE,% of GDP,Switzerland
Education,2002,5.164219856,CHE,% of GDP,Switzerland
Education,2003,5.36935997,CHE,% of GDP,Switzerland
Education,2004,5.293079853,CHE,% of GDP,Switzerland
Education,2005,5.057400227,CHE,% of GDP,Switzerland
Education,2006,4.81757021,CHE,% of GDP,Switzerland
Education,2007,4.557980061,CHE,% of GDP,Switzerland
Education,2008,4.731929779,CHE,% of GDP,Switzerland
Education,2009,4.89041996,CHE,% of GDP,Switzerland
Education,2010,4.765629768,CHE,% of GDP,Switzerland
Education,2011,4.815269947,CHE,% of GDP,Switzerland
Education,2012,4.8583498,CHE,% of GDP,Switzerland
Education,2013,4.869029999,CHE,% of GDP,Switzerland
Education,2014,4.877799988,CHE,% of GDP,Switzerland
Education,2015,4.93844986,CHE,% of GDP,Switzerland
Education,2016,4.926459789,CHE,% of GDP,Switzerland
Education,2017,4.951570034,CHE,% of GDP,Switzerland
Education,2018,4.863259792,CHE,% of GDP,Switzerland
Education,2019,5.093264241,CHE,% of GDP,Switzerland
Education,2020,5.22,CHE,% of GDP,Switzerland
Education,2000,3.77583003,CHL,% of GDP,Chile
Education,2002,4.081210136,CHL,% of GDP,Chile
Education,2003,3.963459969,CHL,% of GDP,Chile
Education,2004,3.538389921,CHL,% of GDP,Chile
Education,2005,3.262830019,CHL,% of GDP,Chile
Education,2006,3.021529913,CHL,% of GDP,Chile
Education,2007,3.21378994,CHL,% of GDP,Chile
Education,2008,3.792429924,CHL,% of GDP,Chile
Education,2009,4.230649948,CHL,% of GDP,Chile
Education,2010,4.162089825,CHL,% of GDP,Chile
Education,2011,4.045189857,CHL,% of GDP,Chile
Education,2012,4.541704178,CHL,% of GDP,Chile
Education,2013,4.529429913,CHL,% of GDP,Chile
Education,2014,4.730949879,CHL,% of GDP,Chile
Education,2015,4.875309944,CHL,% of GDP,Chile
Education,2016,5.342010021,CHL,% of GDP,Chile
Education,2017,5.419660091,CHL,% of GDP,Chile
Education,2018,5.433169842,CHL,% of GDP,Chile
Education,2019,5.618120193,CHL,% of GDP,Chile
Education,2005,2.390000105,CHN,% of GDP,China
Education,2006,2.440000057,CHN,% of GDP,China
Education,2007,2.700000048,CHN,% of GDP,China
Education,2008,3.630000114,CHN,% of GDP,China
Education,2009,3.75,CHN,% of GDP,China
Education,2010,3.75,CHN,% of GDP,China
Education,2011,3.52196002,CHN,% of GDP,China
Education,2012,4.077429771,CHN,% of GDP,China
Education,2013,3.852509975,CHN,% of GDP,China
Education,2014,3.726639986,CHN,% of GDP,China
Education,2015,3.82487011,CHN,% of GDP,China
Education,2016,3.79362011,CHN,% of GDP,China
Education,2017,3.667449951,CHN,% of GDP,China
Education,2018,3.542490005,CHN,% of GDP,China
Education,2019,3.539999962,CHN,% of GDP,China
Education,2020,3.569999933,CHN,% of GDP,China
Education,2000,2.40031004,CIV,% of GDP,Cote d'Ivoire
Education,2001,2.444770098,CIV,% of GDP,Cote d'Ivoire
Education,2002,2.810480118,CIV,% of GDP,Cote d'Ivoire
Education,2003,2.864370108,CIV,% of GDP,Cote d'Ivoire
Education,2004,2.911760092,CIV,% of GDP,Cote d'Ivoire
Education,2005,2.919440031,CIV,% of GDP,Cote d'Ivoire
Education,2006,2.819999933,CIV,% of GDP,Cote d'Ivoire
Education,2007,3.016139984,CIV,% of GDP,Cote d'Ivoire
Education,2008,3.098530054,CIV,% of GDP,Cote d'Ivoire
Education,2009,3.173939943,CIV,% of GDP,Cote d'Ivoire
Education,2010,3.246510029,CIV,% of GDP,Cote d'Ivoire
Education,2011,2.865760088,CIV,% of GDP,Cote d'Ivoire
Education,2012,3.434469938,CIV,% of GDP,Cote d'Ivoire
Education,2013,3.458600044,CIV,% of GDP,Cote d'Ivoire
Education,2014,3.314169884,CIV,% of GDP,Cote d'Ivoire
Education,2015,3.494159937,CIV,% of GDP,Cote d'Ivoire
Education,2016,3.97232008,CIV,% of GDP,Cote d'Ivoire
Education,2017,3.80347991,CIV,% of GDP,Cote d'Ivoire
Education,2018,3.239939928,CIV,% of GDP,Cote d'Ivoire
Education,2019,3.716379881,CIV,% of GDP,Cote d'Ivoire
Education,2020,3.443020105,CIV,% of GDP,Cote d'Ivoire
Education,2000,1.702849984,CMR,% of GDP,Cameroon
Education,2001,2.297339916,CMR,% of GDP,Cameroon
Education,2003,2.822590113,CMR,% of GDP,Cameroon
Education,2004,2.795300007,CMR,% of GDP,Cameroon
Education,2005,2.65651989,CMR,% of GDP,Cameroon
Education,2006,2.539910078,CMR,% of GDP,Cameroon
Education,2007,2.87816,CMR,% of GDP,Cameroon
Education,2008,2.498270035,CMR,% of GDP,Cameroon
Education,2009,2.907900095,CMR,% of GDP,Cameroon
Education,2010,2.84803009,CMR,% of GDP,Cameroon
Education,2011,2.653369904,CMR,% of GDP,Cameroon
Education,2012,2.603060007,CMR,% of GDP,Cameroon
Education,2013,2.655479908,CMR,% of GDP,Cameroon
Education,2014,2.583960056,CMR,% of GDP,Cameroon
Education,2015,2.657919884,CMR,% of GDP,Cameroon
Education,2016,2.562340021,CMR,% of GDP,Cameroon
Education,2017,3.059629917,CMR,% of GDP,Cameroon
Education,2018,3.030960083,CMR,% of GDP,Cameroon
Education,2019,3.080879927,CMR,% of GDP,Cameroon
Education,2020,3.166160107,CMR,% of GDP,Cameroon
Education,2010,1.524979949,COD,% of GDP,DR Congo
Education,2013,2.062210083,COD,% of GDP,DR Congo
Education,2014,1.951429963,COD,% of GDP,DR Congo
Education,2015,2.170439959,COD,% of GDP,DR Congo
Education,2016,2.118690014,COD,% of GDP,DR Congo
Education,2017,1.454949975,COD,% of GDP,DR Congo
Education,2020,2.450000048,COD,% of GDP,DR Congo
Education,2021,2.700000048,COD,% of GDP,DR Congo
Education,2002,3.208319902,COG,% of GDP,Congo Republic
Education,2003,2.836159945,COG,% of GDP,Congo Republic
Education,2004,2.288130045,COG,% of GDP,Congo Republic
Education,2005,1.681020021,COG,% of GDP,Congo Republic
Education,2010,5.686729908,COG,% of GDP,Congo Republic
Education,2012,2.739229918,COG,% of GDP,Congo Republic
Education,2013,5.013879776,COG,% of GDP,Congo Republic
Education,2014,3.183710098,COG,% of GDP,Congo Republic
Education,2015,3.282579899,COG,% of GDP,Congo Republic
Education,2016,5.239999771,COG,% of GDP,Congo Republic
Education,2017,4.450520039,COG,% of GDP,Congo Republic
Education,2018,2.995480061,COG,% of GDP,Congo Republic
Education,2019,3.5753901,COG,% of GDP,Congo Republic
Education,2020,4.448619843,COG,% of GDP,Congo Republic
Education,2002,2.258419991,COM,% of GDP,Comoros
Education,2008,4.42264986,COM,% of GDP,Comoros
Education,2011,2.830450058,COM,% of GDP,Comoros
Education,2012,2.747839928,COM,% of GDP,Comoros
Education,2013,2.382760048,COM,% of GDP,Comoros
Education,2014,2.744729996,COM,% of GDP,Comoros
Education,2015,2.545059919,COM,% of GDP,Comoros
Education,2002,7.876820087,CPV,% of GDP,Cabo Verde
Education,2004,7.476640224,CPV,% of GDP,Cabo Verde
Education,2006,6.529600143,CPV,% of GDP,Cabo Verde
Education,2007,5.407549858,CPV,% of GDP,Cabo Verde
Education,2008,5.518000126,CPV,% of GDP,Cabo Verde
Education,2009,5.308959961,CPV,% of GDP,Cabo Verde
Education,2010,5.567289829,CPV,% of GDP,Cabo Verde
Education,2011,5.043610096,CPV,% of GDP,Cabo Verde
Education,2012,5.068395127,CPV,% of GDP,Cabo Verde
Education,2013,5.001440048,CPV,% of GDP,Cabo Verde
Education,2014,4.963870049,CPV,% of GDP,Cabo Verde
Education,2015,5.266910076,CPV,% of GDP,Cabo Verde
Education,2016,5.288790226,CPV,% of GDP,Cabo Verde
Education,2017,5.181749821,CPV,% of GDP,Cabo Verde
Education,2018,5.368850231,CPV,% of GDP,Cabo Verde
Education,2019,4.733459949,CPV,% of GDP,Cabo Verde
Education,2020,7.58479023,CPV,% of GDP,Cabo Verde
Education,2000,4.666950226,CRI,% of GDP,Costa Rica
Education,2001,4.832029819,CRI,% of GDP,Costa Rica
Education,2002,5.150440216,CRI,% of GDP,Costa Rica
Education,2003,5.133739948,CRI,% of GDP,Costa Rica
Education,2004,4.890629768,CRI,% of GDP,Costa Rica
Education,2006,4.616139889,CRI,% of GDP,Costa Rica
Education,2007,4.63451004,CRI,% of GDP,Costa Rica
Education,2008,4.886970043,CRI,% of GDP,Costa Rica
Education,2009,6.010300159,CRI,% of GDP,Costa Rica
Education,2010,6.565740108,CRI,% of GDP,Costa Rica
Education,2011,6.379889965,CRI,% of GDP,Costa Rica
Education,2012,6.582399845,CRI,% of GDP,Costa Rica
Education,2013,6.687399864,CRI,% of GDP,Costa Rica
Education,2014,6.67952013,CRI,% of GDP,Costa Rica
Education,2015,6.87349987,CRI,% of GDP,Costa Rica
Education,2016,6.893959999,CRI,% of GDP,Costa Rica
Education,2017,7.069809914,CRI,% of GDP,Costa Rica
Education,2018,6.769919872,CRI,% of GDP,Costa Rica
Education,2019,6.7958498,CRI,% of GDP,Costa Rica
Education,2020,6.710669994,CRI,% of GDP,Costa Rica
Education,2000,4.9895401,CYP,% of GDP,Cyprus
Education,2001,5.11552,CYP,% of GDP,Cyprus
Education,2002,5.581669807,CYP,% of GDP,Cyprus
Education,2003,6.670229912,CYP,% of GDP,Cyprus
Education,2004,6.117720127,CYP,% of GDP,Cyprus
Education,2005,6.286670208,CYP,% of GDP,Cyprus
Education,2006,6.330269814,CYP,% of GDP,Cyprus
Education,2007,6.280829906,CYP,% of GDP,Cyprus
Education,2008,6.722760201,CYP,% of GDP,Cyprus
Education,2009,7.205450058,CYP,% of GDP,Cyprus
Education,2010,6.54279995,CYP,% of GDP,Cyprus
Education,2011,6.538539886,CYP,% of GDP,Cyprus
Education,2012,5.911854572,CYP,% of GDP,Cyprus
Education,2013,6.483779907,CYP,% of GDP,Cyprus
Education,2014,6.440499783,CYP,% of GDP,Cyprus
Education,2015,6.326129913,CYP,% of GDP,Cyprus
Education,2016,6.145410061,CYP,% of GDP,Cyprus
Education,2017,5.718530178,CYP,% of GDP,Cyprus
Education,2018,5.152854129,CYP,% of GDP,Cyprus
Education,2019,5.250639915,CYP,% of GDP,Cyprus
Education,2020,6.06,CYP,% of GDP,Cyprus
Education,2000,3.64034009,CZE,% of GDP,Czech Republic
Education,2001,3.732830048,CZE,% of GDP,Czech Republic
Education,2002,3.95878005,CZE,% of GDP,Czech Republic
Education,2003,4.117280006,CZE,% of GDP,Czech Republic
Education,2004,3.992389917,CZE,% of GDP,Czech Republic
Education,2005,3.865910053,CZE,% of GDP,Czech Republic
Education,2006,4.195509911,CZE,% of GDP,Czech Republic
Education,2007,3.84717989,CZE,% of GDP,Czech Republic
Education,2008,3.727190018,CZE,% of GDP,Czech Republic
Education,2009,4.14605999,CZE,% of GDP,Czech Republic
Education,2010,4.033500195,CZE,% of GDP,Czech Republic
Education,2011,4.242090225,CZE,% of GDP,Czech Republic
Education,2012,4.220709801,CZE,% of GDP,Czech Republic
Education,2013,4.046760082,CZE,% of GDP,Czech Republic
Education,2014,3.965229988,CZE,% of GDP,Czech Republic
Education,2015,5.751820087,CZE,% of GDP,Czech Republic
Education,2016,5.553730011,CZE,% of GDP,Czech Republic
Education,2017,3.806159973,CZE,% of GDP,Czech Republic
Education,2018,4.26692009,CZE,% of GDP,Czech Republic
Education,2019,4.543379784,CZE,% of GDP,Czech Republic
Education,2020,5.08,CZE,% of GDP,Czech Republic
Education,2006,4.293960094,DEU,% of GDP,Germany
Education,2007,4.366799831,DEU,% of GDP,Germany
Education,2008,4.435949802,DEU,% of GDP,Germany
Education,2009,4.909510136,DEU,% of GDP,Germany
Education,2010,4.94367981,DEU,% of GDP,Germany
Education,2011,4.82487011,DEU,% of GDP,Germany
Education,2012,4.956580162,DEU,% of GDP,Germany
Education,2013,4.935389996,DEU,% of GDP,Germany
Education,2014,4.921020031,DEU,% of GDP,Germany
Education,2015,4.855150223,DEU,% of GDP,Germany
Education,2016,4.839230061,DEU,% of GDP,Germany
Education,2017,4.871829987,DEU,% of GDP,Germany
Education,2018,4.975769997,DEU,% of GDP,Germany
Education,2019,5.116640091,DEU,% of GDP,Germany
Education,2020,4.66,DEU,% of GDP,Germany
Education,2000,9.659999847,DJI,% of GDP,Djibouti
Education,2001,7.805429935,DJI,% of GDP,Djibouti
Education,2002,8.447600365,DJI,% of GDP,Djibouti
Education,2003,8.889849663,DJI,% of GDP,Djibouti
Education,2004,9.264670372,DJI,% of GDP,Djibouti
Education,2005,8.365889549,DJI,% of GDP,Djibouti
Education,2006,8.278779984,DJI,% of GDP,Djibouti
Education,2007,8.40625,DJI,% of GDP,Djibouti
Education,2010,4.49022007,DJI,% of GDP,Djibouti
Education,2012,6.351275518,DJI,% of GDP,Djibouti
Education,2013,4.647825331,DJI,% of GDP,Djibouti
Education,2014,4.384075213,DJI,% of GDP,Djibouti
Education,2015,3.590240002,DJI,% of GDP,Djibouti
Education,2016,3.924390078,DJI,% of GDP,Djibouti
Education,2017,3.748559952,DJI,% of GDP,Djibouti
Education,2018,3.627739906,DJI,% of GDP,Djibouti
Education,2015,3.408580065,DMA,% of GDP,Dominica
Education,2016,5.129720211,DMA,% of GDP,Dominica
Education,2017,4.766749859,DMA,% of GDP,Dominica
Education,2018,5.571549892,DMA,% of GDP,Dominica
Education,2019,5.576189995,DMA,% of GDP,Dominica
Education,2020,4.69630003,DMA,% of GDP,Dominica
Education,2021,5.465845098,DMA,% of GDP,Dominica
Education,2000,8.084340096,DNK,% of GDP,Denmark
Education,2001,8.215450287,DNK,% of GDP,Denmark
Education,2002,8.213029861,DNK,% of GDP,Denmark
Education,2003,8.121930122,DNK,% of GDP,Denmark
Education,2004,8.207630157,DNK,% of GDP,Denmark
Education,2005,8.085570335,DNK,% of GDP,Denmark
Education,2006,7.729909897,DNK,% of GDP,Denmark
Education,2007,7.615600109,DNK,% of GDP,Denmark
Education,2008,7.4760499,DNK,% of GDP,Denmark
Education,2009,8.448880196,DNK,% of GDP,Denmark
Education,2010,8.559550285,DNK,% of GDP,Denmark
Education,2011,8.48486042,DNK,% of GDP,Denmark
Education,2012,7.237820148,DNK,% of GDP,Denmark
Education,2013,8.494429588,DNK,% of GDP,Denmark
Education,2014,7.634850025,DNK,% of GDP,Denmark
Education,2015,7.010414682,DNK,% of GDP,Denmark
Education,2016,7.476940155,DNK,% of GDP,Denmark
Education,2017,7.752439976,DNK,% of GDP,Denmark
Education,2018,6.792779922,DNK,% of GDP,Denmark
Education,2019,6.888579845,DNK,% of GDP,Denmark
Education,2020,6.38,DNK,% of GDP,Denmark
Education,2000,1.888290048,DOM,% of GDP,Dominican Republic
Education,2001,1.967829943,DOM,% of GDP,Dominican Republic
Education,2002,1.914010048,DOM,% of GDP,Dominican Republic
Education,2003,1.84465003,DOM,% of GDP,Dominican Republic
Education,2007,2.046789885,DOM,% of GDP,Dominican Republic
Education,2010,1.900460005,DOM,% of GDP,Dominican Republic
Education,2011,1.900239944,DOM,% of GDP,Dominican Republic
Education,2012,2.49751997,DOM,% of GDP,Dominican Republic
Education,2013,3.480540037,DOM,% of GDP,Dominican Republic
Education,2014,3.963769913,DOM,% of GDP,Dominican Republic
Education,2015,3.816240072,DOM,% of GDP,Dominican Republic
Education,2016,3.850500107,DOM,% of GDP,Dominican Republic
Education,2017,3.920269966,DOM,% of GDP,Dominican Republic
Education,2018,3.928489923,DOM,% of GDP,Dominican Republic
Education,2019,4.042769909,DOM,% of GDP,Dominican Republic
Education,2020,4.618700027,DOM,% of GDP,Dominican Republic
Education,2006,4.619999886,DZA,% of GDP,Algeria
Education,2007,4.960000038,DZA,% of GDP,Algeria
Education,2008,4.33701992,DZA,% of GDP,Algeria
Education,2009,6.03000021,DZA,% of GDP,Algeria
Education,2012,7.637596879,DZA,% of GDP,Algeria
Education,2013,7.292296557,DZA,% of GDP,Algeria
Education,2014,7.318700634,DZA,% of GDP,Algeria
